symbol,asset_type,source,score,signal,confidence,strategy,price,return_5_pct,return_20_pct,atr_pct,rsi_14,avg_dollar_volume,volume_ratio,last_bar,reason,rank,asset_label,selected
ADEA,stock,screener:day_gainers,50.97,hold,0.0,ensemble,29.79000092,5.526,17.3759,6.8899,55.75,33958496.38,0.0463,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",63,Aktie,False
BAC,stock,fallback_stocks,50.68,hold,0.0,ensemble,64.37989807,1.9153,5.0757,1.4989,68.19,1801486641.81,0.0426,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",64,Aktie,False
AAPL,stock,user_symbols,49.98,hold,0.0,ensemble,306.14001465,-2.2104,-8.1908,2.7735,44.05,15735637500.17,0.0762,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",65,Aktie,False
NIO,stock,screener:most_actives,49.91,hold,0.0,ensemble,4.4994998,-5.0738,-7.7971,3.1115,37.5,109466719.09,0.2354,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",66,Aktie,False
WULF,stock,screener:day_gainers,49.66,hold,0.0,ensemble,16.89999962,-1.0539,-6.9383,9.5266,40.92,523061741.43,0.0993,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",67,Aktie,False
WDC,stock,screener:day_gainers,49.44,hold,0.0,ensemble,509.77999878,17.3797,6.8228,9.4153,50.37,3960140404.92,0.1598,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",68,Aktie,False
OUST,stock,screener:day_gainers,49.43,hold,0.0,ensemble,46.99000168,8.2719,26.8629,9.3578,57.1,139410336.39,0.1586,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",69,Aktie,False
ALM,stock,screener:day_gainers,48.99,hold,0.0,ensemble,14.67000008,3.4556,6.5359,8.0363,52.99,93917078.63,0.0613,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",70,Aktie,False
MA,stock,fallback_stocks,48.99,hold,0.0,ensemble,567.95001221,0.8882,4.4794,1.946,61.94,1613855460.64,0.0427,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",71,Aktie,False
TSM,stock,screener:growth_technology_stocks,48.88,hold,0.0,ensemble,427.42001343,1.757,7.2922,3.2741,53.88,5328827260.1,0.0752,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",72,Aktie,False
PPTA,stock,screener:day_gainers,48.55,hold,0.0,ensemble,25.625,3.661,51.6272,5.0726,67.27,30478669.69,0.0412,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",73,Aktie,False
SMCI,stock,screener:most_actives,48.53,hold,0.0,ensemble,40.20000076,29.1359,66.2531,6.4126,70.42,2384288402.38,0.148,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",74,Aktie,False
ASML,stock,fallback_stocks,48.49,hold,0.0,ensemble,1849.90002441,6.2556,5.9919,3.8014,58.95,2872411451.53,0.0809,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",75,Aktie,False
FIG,stock,screener:day_losers,48.35,hold,0.0,ensemble,25.39999962,9.0597,6.0543,8.6178,55.62,585516518.93,0.0749,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",76,Aktie,False
ALAB,stock,screener:growth_technology_stocks,47.98,hold,0.0,ensemble,325.2250061,-2.6768,7.1158,9.8809,49.43,1448627678.17,0.0687,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",77,Aktie,False
0700.HK,stock,global_stocks,47.7,hold,0.0,ensemble,440.0,-8.1036,-4.6794,3.1818,40.48,12827925132.0,1.0496,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",78,Aktie,False
LITE,stock,screener:day_gainers,47.34,hold,0.0,ensemble,924.11999512,3.8139,26.1046,9.4209,58.33,4618022189.07,0.1386,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",79,Aktie,False
AEHR,stock,screener:day_gainers,46.69,hold,0.0,ensemble,137.6499939,33.55,69.8334,10.0213,68.08,358546134.12,0.4283,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",80,Aktie,False
AVGO,stock,screener:growth_technology_stocks,46.15,hold,0.0,ensemble,406.80999756,-4.8976,9.7026,3.8354,51.63,6804556404.09,0.119,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",81,Aktie,False
AMZN,stock,fallback_stocks,46.11,hold,0.0,ensemble,264.76000977,-3.5412,7.0906,3.6637,54.75,12370439680.44,0.0524,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",82,Aktie,False
XLK,etf,core_etfs,45.97,hold,0.0,ensemble,191.18499756,1.7104,8.8815,2.5376,61.14,1523021483.59,0.0476,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",83,ETF,True
CORZ,stock,screener:growth_technology_stocks,45.94,hold,0.0,ensemble,19.98999977,-4.8548,-4.5368,9.3797,42.79,270908920.68,0.0439,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",84,Aktie,False
VICR,stock,screener:growth_technology_stocks,45.86,hold,0.0,ensemble,230.97999573,4.4213,-2.7944,7.1113,48.45,200176503.5,0.0588,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",85,Aktie,False
7203.T,stock,global_stocks,45.81,hold,0.0,ensemble,3020.0,1.2234,5.0252,3.1717,56.78,111164886300.0,0.6011,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",86,Aktie,False
STNE,stock,screener:day_losers,45.76,hold,0.0,ensemble,9.61499977,-9.2925,-13.7668,4.3385,30.33,32890890.26,0.5361,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",87,Aktie,False
SKM,stock,screener:day_gainers,45.58,hold,0.0,ensemble,39.21699905,14.4688,28.0764,4.6081,65.65,93823554.45,0.1837,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",88,Aktie,False
CAT,stock,fallback_stocks,45.44,hold,0.0,ensemble,866.54998779,2.8925,-1.3771,4.3162,47.84,2585917875.7,0.0815,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",89,Aktie,False
AMKR,stock,screener:growth_technology_stocks,45.3,hold,0.0,ensemble,58.84000015,6.4592,-6.5141,7.8275,48.93,343433761.9,0.0419,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",90,Aktie,False
XLF,etf,core_etfs,45.18,hold,0.0,ensemble,58.20000076,1.0417,3.4483,1.0217,67.62,1633171481.87,0.1093,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",91,ETF,False
QQQ,etf,core_etfs,44.85,hold,0.0,ensemble,733.98040771,1.5145,5.5586,1.7387,59.9,28022053480.85,0.0636,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",92,ETF,False
GLD,etf,core_etfs,44.45,hold,0.0,ensemble,403.11999512,1.167,9.4216,1.8301,63.0,3076178448.74,0.1842,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",93,ETF,False
SHEL.L,stock,global_stocks,44.38,hold,0.0,ensemble,3300.0,0.6983,1.9897,2.1367,55.03,26933019300.0,0.209,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",94,Aktie,False
BP.L,stock,global_stocks,44.33,hold,0.0,ensemble,522.29998779,2.2165,2.2363,2.8254,52.73,24063577109.33,0.1177,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",95,Aktie,False
DIS,stock,fallback_stocks,44.3,hold,0.0,ensemble,105.90019989,0.9439,8.4265,2.0768,64.97,1184368900.62,0.0522,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",96,Aktie,False
SPY,etf,core_etfs,44.05,hold,0.0,ensemble,778.55999756,0.6854,4.7451,1.0085,66.4,35395051255.28,0.0482,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",97,ETF,False
NUVB,stock,screener:day_losers,43.87,hold,0.0,ensemble,5.9000001,-10.6061,1.7241,5.8196,43.35,33361586.82,0.0703,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",98,Aktie,False
AMAT,stock,screener:day_losers,43.76,hold,0.0,ensemble,517.25012207,-4.0601,-2.343,6.5696,46.36,3724224336.2,0.4037,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",99,Aktie,False
AXTI,stock,screener:day_gainers,43.68,hold,0.0,ensemble,80.67500305,-8.9241,75.9158,13.8705,59.35,940108138.04,0.1001,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",100,Aktie,False
KO,stock,fallback_stocks,43.63,hold,0.0,ensemble,87.63999939,0.6778,7.4546,2.0098,61.77,1351573014.8,0.0424,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",101,Aktie,False
NKE,stock,fallback_stocks,43.63,hold,0.0,ensemble,40.84999847,-2.0384,-6.6499,2.7776,42.7,806678320.71,0.0826,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",102,Aktie,False
MSTR,stock,screener:day_losers,43.19,hold,0.0,ensemble,94.01999664,-5.9894,-0.8751,5.3621,42.64,1406417219.95,0.1768,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",103,Aktie,False
EWJ,etf,core_etfs,43.18,hold,0.0,ensemble,98.61000061,1.7647,8.9734,1.6312,66.33,358404959.78,0.038,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",104,ETF,False
OSCR,stock,screener:day_gainers,42.9,hold,0.0,ensemble,32.36000061,15.9857,11.2027,5.9838,60.92,173241549.5,0.1173,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",105,Aktie,False
EEM,etf,core_etfs,42.82,hold,0.0,ensemble,66.87000275,1.8739,5.6565,1.8143,55.69,1408799590.93,0.0506,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",106,ETF,False
EFA,etf,core_etfs,42.77,hold,0.0,ensemble,108.86000061,0.2856,5.3518,0.975,65.78,1074410045.15,0.0528,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",107,ETF,False
V,stock,fallback_stocks,42.77,hold,0.0,ensemble,365.04290771,0.8886,1.9972,2.0558,57.73,2291902749.59,0.0458,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",108,Aktie,False
HSBA.L,stock,global_stocks,42.62,hold,0.0,ensemble,1529.80004883,0.0458,2.5264,2.2962,52.49,41884017982.21,0.4124,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",109,Aktie,False
TM,stock,fallback_stocks,41.81,hold,0.0,ensemble,190.44689941,0.1878,7.2276,1.8697,60.07,76921921.66,0.0613,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",110,Aktie,False
ONDS,stock,screener:most_actives,41.8,hold,0.0,ensemble,9.30020046,2.0878,42.5318,7.711,57.02,889163257.46,0.2273,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",111,Aktie,False
RDDT,stock,screener:day_gainers,41.3,hold,0.0,ensemble,179.14990234,10.7915,-1.1205,6.7359,55.89,1098281844.34,0.6708,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",112,Aktie,False
ADI,stock,screener:growth_technology_stocks,40.86,hold,0.0,ensemble,382.35998535,-1.9414,1.8649,3.1958,49.44,1394175986.22,0.0313,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",113,Aktie,False
XLV,etf,core_etfs,40.76,hold,0.0,ensemble,166.72999573,0.6338,3.5011,1.7689,59.21,1454741521.2,0.0839,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",114,ETF,False
FIS,stock,screener:growth_technology_stocks,40.64,hold,0.0,ensemble,43.45000076,1.5899,3.6745,4.2883,53.39,273526820.65,0.0179,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",115,Aktie,False
2330.TW,stock,global_stocks,40.4,hold,0.0,ensemble,2395.0,1.0549,4.5852,2.8035,51.67,72258374922.75,0.675,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",116,Aktie,False
NVO,stock,fallback_stocks,39.94,hold,0.0,ensemble,46.43500137,-1.7457,-7.7206,3.8633,44.31,576633689.55,0.0822,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",117,Aktie,False
UCTT,stock,screener:day_losers,39.82,hold,0.0,ensemble,88.26000214,1.1576,-4.5115,10.3291,48.04,114257012.24,0.1544,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",118,Aktie,False
SIMO,stock,screener:growth_technology_stocks,39.59,hold,0.0,ensemble,259.97711182,1.506,-1.447,10.1655,49.67,335404349.26,0.0645,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",119,Aktie,False
UNH,stock,fallback_stocks,39.48,hold,0.0,ensemble,400.95431519,-1.5048,-5.8991,2.617,41.13,1702349237.64,0.0711,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",120,Aktie,False
FOUR,stock,screener:day_losers,39.35,hold,0.0,ensemble,46.34999847,12.3364,-7.8712,8.7981,47.49,71880467.55,0.0302,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",121,Aktie,False
HSAI,stock,screener:day_losers,39.22,hold,0.0,ensemble,18.19000053,-5.359,21.2667,4.4601,54.02,25487062.95,0.168,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",122,Aktie,False
DLO,stock,screener:growth_technology_stocks,38.75,hold,0.0,ensemble,14.60999966,1.4231,0.8978,3.5876,49.2,25558125.62,0.408,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",123,Aktie,False
META,stock,fallback_stocks,38.62,hold,0.0,ensemble,596.03497314,0.6646,-7.736,3.5499,49.35,9184761043.47,0.0919,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",124,Aktie,False
VGK,etf,core_etfs,38.31,hold,0.0,ensemble,92.52999878,-0.0756,4.4475,0.8731,64.62,186551604.27,0.0238,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",125,ETF,False
WMT,stock,fallback_stocks,38.26,hold,0.0,ensemble,115.98999786,3.7014,1.5319,2.1504,58.42,2411436532.8,0.0468,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",126,Aktie,False
IWM,etf,core_etfs,38.23,hold,0.0,ensemble,303.64001465,0.6898,3.2649,1.2145,59.77,5896375925.34,0.0688,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",127,ETF,False
CBRS,stock,screener:day_losers,38.17,hold,0.0,ensemble,225.63999939,-0.4807,30.5334,10.0555,51.57,1385344699.2,0.7622,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",128,Aktie,False
UBER,stock,fallback_stocks,37.83,hold,0.0,ensemble,76.16999817,1.5329,5.1201,3.3621,57.53,1544059563.41,0.0533,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",129,Aktie,False
ULVR.L,stock,global_stocks,37.63,hold,0.0,ensemble,4609.0,-1.3062,-0.54,2.2987,48.78,16284194095.95,0.1075,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",130,Aktie,False
USO,etf,core_etfs,37.42,hold,0.0,ensemble,124.30000305,5.3568,0.2743,3.8559,52.08,795390300.05,0.0719,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",131,ETF,False
NOVN.SW,stock,global_stocks,37.34,hold,0.0,ensemble,121.26000214,-3.7466,-2.992,1.8932,38.56,258575107.45,0.3341,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",132,Aktie,False
JNJ,stock,fallback_stocks,37.18,hold,0.0,ensemble,260.57998657,0.5169,2.9798,2.1427,54.78,1833870012.88,0.0341,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",133,Aktie,False
LIF,stock,screener:growth_technology_stocks,37.13,hold,0.0,ensemble,50.58499908,-19.9541,-5.9584,8.9744,44.22,45116624.1,0.0342,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",134,Aktie,False
XLI,etf,core_etfs,36.88,hold,0.0,ensemble,186.30000305,0.6048,3.8404,1.4383,59.34,1113204090.39,0.0439,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",135,ETF,False
GOOGL,stock,fallback_stocks,36.02,hold,0.0,ensemble,348.51998901,-1.6314,0.5047,3.2882,47.98,10628824159.75,0.0596,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",136,Aktie,False
ASX,stock,screener:growth_technology_stocks,35.97,hold,0.0,ensemble,38.96900177,4.2231,1.4554,5.6162,52.19,317836612.66,0.103,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",137,Aktie,False
FRVO,stock,screener:day_gainers,35.25,hold,0.0,ensemble,21.37999916,-17.2921,-13.2657,13.0462,42.89,61703435.5,0.1174,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",138,Aktie,False
CSCO,stock,fallback_stocks,35.06,hold,0.0,ensemble,112.88500214,-7.037,0.8442,4.068,43.57,2390694565.4,0.1722,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",139,Aktie,False
TLT,etf,core_etfs,34.94,hold,0.0,ensemble,82.35990143,-0.4834,-2.1632,0.7503,41.06,2528677226.08,0.0599,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",140,ETF,False
DIA,etf,core_etfs,34.59,hold,0.0,ensemble,537.60400391,-0.3736,3.2246,1.0837,59.73,1973730793.17,0.087,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",141,ETF,False
AMD,stock,screener:growth_technology_stocks,34.48,hold,0.0,ensemble,496.39498901,2.6967,0.1281,6.3406,49.41,13576521116.35,0.0942,2026-08-14T00:00:00,"Noch kein Handelssignal. Der Markt ist wegen Liquidität, Bewegung und technischer Nähe auf der Beobachtungsliste.",142,Aktie,False
